code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,id_assessment,date_submitted,is_banked,score,assessment_type,date,weight,sum_click,weighted_score,target,sum_weighted_score
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1756.0,216.0,0.0,76.0,TMA,215.0,30.0,1588.0,22.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1756.0,216.0,0.0,76.0,TMA,215.0,30.0,1588.0,22.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1756.0,216.0,0.0,76.0,TMA,215.0,30.0,1588.0,22.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1752.0,19.0,0.0,56.0,TMA,19.0,10.0,1588.0,5.6000000000000005,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1756.0,216.0,0.0,76.0,TMA,215.0,30.0,1588.0,22.8,0,363.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8,0,363.8
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1753.0,61.0,0.0,25.0,TMA,54.0,20.0,240.0,5.0,0,29.5
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1753.0,61.0,0.0,25.0,TMA,54.0,20.0,240.0,5.0,0,29.5
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1752.0,26.0,0.0,45.0,TMA,19.0,10.0,240.0,4.5,0,29.5
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1753.0,61.0,0.0,25.0,TMA,54.0,20.0,240.0,5.0,0,29.5
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1753.0,61.0,0.0,25.0,TMA,54.0,20.0,240.0,5.0,0,29.5
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1753.0,61.0,0.0,25.0,TMA,54.0,20.0,240.0,5.0,0,29.5
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,1756.0,216.0,0.0,66.0,TMA,215.0,30.0,1839.0,19.8,1,32.400000000000006
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,1754.0,118.0,0.0,63.0,TMA,117.0,20.0,1839.0,12.600000000000001,1,32.400000000000006
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1756.0,239.0,0.0,35.0,TMA,215.0,30.0,138.0,10.5,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1753.0,116.0,0.0,28.0,TMA,54.0,20.0,138.0,5.6000000000000005,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1753.0,116.0,0.0,28.0,TMA,54.0,20.0,138.0,5.6000000000000005,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1752.0,15.0,0.0,51.0,TMA,19.0,10.0,138.0,5.1000000000000005,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1752.0,15.0,0.0,51.0,TMA,19.0,10.0,138.0,5.1000000000000005,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1756.0,239.0,0.0,35.0,TMA,215.0,30.0,138.0,10.5,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1755.0,166.0,0.0,32.0,TMA,166.0,20.0,138.0,6.4,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1756.0,239.0,0.0,35.0,TMA,215.0,30.0,138.0,10.5,0,96.4
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,1752.0,15.0,0.0,51.0,TMA,19.0,10.0,138.0,5.1000000000000005,0,96.4
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1753.0,53.0,0.0,53.0,TMA,54.0,20.0,65.0,10.600000000000001,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1753.0,53.0,0.0,53.0,TMA,54.0,20.0,65.0,10.600000000000001,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1755.0,165.0,0.0,42.0,TMA,166.0,20.0,65.0,8.4,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1752.0,18.0,0.0,61.0,TMA,19.0,10.0,65.0,6.1000000000000005,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1753.0,53.0,0.0,53.0,TMA,54.0,20.0,65.0,10.600000000000001,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1756.0,214.0,0.0,43.0,TMA,215.0,30.0,65.0,12.9,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1753.0,53.0,0.0,53.0,TMA,54.0,20.0,65.0,10.600000000000001,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1756.0,214.0,0.0,43.0,TMA,215.0,30.0,65.0,12.9,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1752.0,18.0,0.0,61.0,TMA,19.0,10.0,65.0,6.1000000000000005,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1755.0,165.0,0.0,42.0,TMA,166.0,20.0,65.0,8.4,0,143.20000000000002
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1755.0,165.0,0.0,42.0,TMA,166.0,20.0,65.0,8.4,0,143.20000000000002
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1753.0,53.0,0.0,57.0,TMA,54.0,20.0,574.0,11.4,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1755.0,168.0,0.0,42.0,TMA,166.0,20.0,574.0,8.4,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1755.0,168.0,0.0,42.0,TMA,166.0,20.0,574.0,8.4,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1752.0,18.0,0.0,55.0,TMA,19.0,10.0,574.0,5.5,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1752.0,18.0,0.0,55.0,TMA,19.0,10.0,574.0,5.5,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1752.0,18.0,0.0,55.0,TMA,19.0,10.0,574.0,5.5,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1754.0,122.0,0.0,40.0,TMA,117.0,20.0,574.0,8.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1752.0,18.0,0.0,55.0,TMA,19.0,10.0,574.0,5.5,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1755.0,168.0,0.0,42.0,TMA,166.0,20.0,574.0,8.4,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0,0,174.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1753.0,53.0,0.0,57.0,TMA,54.0,20.0,574.0,11.4,0,174.0
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1753.0,106.0,0.0,60.0,TMA,54.0,20.0,1907.0,12.0,0,53.8
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1753.0,106.0,0.0,60.0,TMA,54.0,20.0,1907.0,12.0,0,53.8
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1753.0,106.0,0.0,60.0,TMA,54.0,20.0,1907.0,12.0,0,53.8
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1752.0,50.0,0.0,58.0,TMA,19.0,10.0,1907.0,5.800000000000001,0,53.8
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1753.0,106.0,0.0,60.0,TMA,54.0,20.0,1907.0,12.0,0,53.8
AAA,2013J,2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1754.0,134.0,0.0,79.0,TMA,117.0,20.0,1868.0,15.8,1,31.6
AAA,2013J,2594139,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1755.0,188.0,0.0,79.0,TMA,166.0,20.0,1868.0,15.8,1,31.6
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1756.0,213.0,0.0,67.0,TMA,215.0,30.0,1462.0,20.099999999999998,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1754.0,124.0,0.0,64.0,TMA,117.0,20.0,1462.0,12.8,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1756.0,213.0,0.0,67.0,TMA,215.0,30.0,1462.0,20.099999999999998,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1755.0,166.0,0.0,62.0,TMA,166.0,20.0,1462.0,12.4,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1752.0,30.0,0.0,61.0,TMA,19.0,10.0,1462.0,6.1000000000000005,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1756.0,213.0,0.0,67.0,TMA,215.0,30.0,1462.0,20.099999999999998,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1752.0,30.0,0.0,61.0,TMA,19.0,10.0,1462.0,6.1000000000000005,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1753.0,53.0,0.0,54.0,TMA,54.0,20.0,1462.0,10.8,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1755.0,166.0,0.0,62.0,TMA,166.0,20.0,1462.0,12.4,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1754.0,124.0,0.0,64.0,TMA,117.0,20.0,1462.0,12.8,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1752.0,30.0,0.0,61.0,TMA,19.0,10.0,1462.0,6.1000000000000005,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1752.0,30.0,0.0,61.0,TMA,19.0,10.0,1462.0,6.1000000000000005,0,436.2
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1756.0,213.0,0.0,67.0,TMA,215.0,30.0,1462.0,20.099999999999998,0,436.2
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1755.0,166.0,0.0,74.0,TMA,166.0,20.0,301.0,14.8,1,29.6
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1755.0,166.0,0.0,74.0,TMA,166.0,20.0,301.0,14.8,1,29.6
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1753.0,59.0,0.0,59.0,TMA,54.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1752.0,18.0,0.0,58.0,TMA,19.0,10.0,513.0,5.800000000000001,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1752.0,18.0,0.0,58.0,TMA,19.0,10.0,513.0,5.800000000000001,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1752.0,18.0,0.0,58.0,TMA,19.0,10.0,513.0,5.800000000000001,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1752.0,18.0,0.0,58.0,TMA,19.0,10.0,513.0,5.800000000000001,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1753.0,59.0,0.0,59.0,TMA,54.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,513.0,11.8,0,105.80000000000001
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1754.0,116.0,0.0,66.0,TMA,117.0,20.0,1205.0,13.200000000000001,0,188.5
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1756.0,215.0,0.0,54.0,TMA,215.0,30.0,1205.0,16.2,0,188.5
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1755.0,165.0,0.0,63.0,TMA,166.0,20.0,1205.0,12.600000000000001,0,188.5
