code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,id_assessment,date_submitted,is_banked,score,assessment_type,date,weight,sum_click,weighted_score
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1756.0,215.0,0.0,68.0,TMA,215.0,30.0,2041.0,20.4
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,166.0,11.8
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,1753.0,53.0,0.0,60.0,TMA,54.0,20.0,646.0,12.0
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1755.0,164.0,0.0,57.0,TMA,166.0,20.0,838.0,11.4
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,1756.0,213.0,0.0,68.0,TMA,215.0,30.0,677.0,20.4
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1753.0,54.0,0.0,63.0,TMA,54.0,20.0,166.0,12.600000000000001
AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,1753.0,54.0,0.0,34.0,TMA,54.0,20.0,183.0,6.800000000000001
AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1755.0,165.0,0.0,65.0,TMA,166.0,20.0,2386.0,13.0
AAA,2013J,2688067,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1755.0,166.0,0.0,68.0,TMA,166.0,20.0,289.0,13.600000000000001
AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,1753.0,54.0,0.0,75.0,TMA,54.0,20.0,605.0,15.0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,1753.0,54.0,0.0,63.0,TMA,54.0,20.0,284.0,12.600000000000001
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,1754.0,116.0,0.0,82.0,TMA,117.0,20.0,4447.0,16.400000000000002
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,166.0,11.8
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1754.0,100.0,0.0,79.0,TMA,117.0,20.0,1997.0,15.8
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1755.0,166.0,0.0,74.0,TMA,166.0,20.0,301.0,14.8
AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1752.0,18.0,0.0,56.0,TMA,19.0,10.0,2386.0,5.6000000000000005
AAA,2013J,2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,1753.0,56.0,0.0,50.0,TMA,54.0,20.0,967.0,10.0
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1755.0,171.0,0.0,74.0,TMA,166.0,20.0,744.0,14.8
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1753.0,59.0,0.0,59.0,TMA,54.0,20.0,513.0,11.8
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1752.0,58.0,0.0,64.0,TMA,19.0,10.0,201.0,6.4
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,1754.0,117.0,0.0,47.0,TMA,117.0,20.0,1183.0,9.4
AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1754.0,116.0,0.0,85.0,TMA,117.0,20.0,543.0,17.0
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,1753.0,61.0,0.0,53.0,TMA,54.0,20.0,597.0,10.600000000000001
AAA,2013J,2685865,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1752.0,19.0,0.0,74.0,TMA,19.0,10.0,2815.0,7.4
AAA,2013J,2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1755.0,165.0,0.0,87.0,TMA,166.0,20.0,2684.0,17.400000000000002
AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1754.0,130.0,0.0,35.0,TMA,117.0,20.0,445.0,7.0
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,1756.0,215.0,0.0,83.0,TMA,215.0,30.0,1081.0,24.9
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1755.0,163.0,0.0,75.0,TMA,166.0,20.0,1316.0,15.0
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1754.0,117.0,0.0,79.0,TMA,117.0,20.0,1588.0,15.8
AAA,2013J,2617002,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1753.0,60.0,0.0,53.0,TMA,54.0,20.0,1473.0,10.600000000000001
AAA,2013J,38053,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1755.0,166.0,0.0,50.0,TMA,166.0,20.0,2445.0,10.0
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,1753.0,54.0,0.0,15.0,TMA,54.0,20.0,194.0,3.0
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,1755.0,164.0,0.0,55.0,TMA,166.0,20.0,3098.0,11.0
AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1752.0,19.0,0.0,67.0,TMA,19.0,10.0,445.0,6.7
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1756.0,215.0,0.0,38.0,TMA,215.0,30.0,363.0,11.4
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1756.0,215.0,0.0,40.0,TMA,215.0,30.0,574.0,12.0
AAA,2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,1753.0,53.0,0.0,57.0,TMA,54.0,20.0,574.0,11.4
AAA,2013J,2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,1753.0,54.0,0.0,59.0,TMA,54.0,20.0,303.0,11.8
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,1752.0,19.0,0.0,57.0,TMA,19.0,10.0,332.0,5.7
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1756.0,214.0,0.0,68.0,TMA,215.0,30.0,466.0,20.4
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1754.0,117.0,0.0,72.0,TMA,117.0,20.0,3348.0,14.4
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,1756.0,214.0,0.0,73.0,TMA,215.0,30.0,3210.0,21.9
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1756.0,213.0,0.0,67.0,TMA,215.0,30.0,1462.0,20.099999999999998
AAA,2013J,38053,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1754.0,117.0,0.0,74.0,TMA,117.0,20.0,2445.0,14.8
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1752.0,27.0,0.0,62.0,TMA,19.0,10.0,870.0,6.2
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1755.0,161.0,0.0,72.0,TMA,166.0,20.0,821.0,14.4
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,1754.0,125.0,0.0,68.0,TMA,117.0,20.0,996.0,13.600000000000001
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1753.0,106.0,0.0,60.0,TMA,54.0,20.0,1907.0,12.0
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1755.0,174.0,0.0,72.0,TMA,166.0,20.0,870.0,14.4
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,1752.0,19.0,0.0,52.0,TMA,19.0,10.0,597.0,5.2
AAA,2013J,2364471,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,1752.0,25.0,0.0,90.0,TMA,19.0,10.0,7182.0,9.0
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,1755.0,165.0,0.0,53.0,TMA,166.0,20.0,998.0,10.600000000000001
AAA,2013J,2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1755.0,166.0,0.0,80.0,TMA,166.0,20.0,650.0,16.0
AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1752.0,17.0,0.0,64.0,TMA,19.0,10.0,3004.0,6.4
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1754.0,116.0,0.0,65.0,TMA,117.0,20.0,130.0,13.0
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1756.0,216.0,0.0,76.0,TMA,215.0,30.0,1588.0,22.8
AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1755.0,181.0,0.0,52.0,TMA,166.0,20.0,1967.0,10.4
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1755.0,172.0,0.0,71.0,TMA,166.0,20.0,1718.0,14.200000000000001
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1755.0,166.0,0.0,86.0,TMA,166.0,20.0,7067.0,17.2
AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,1755.0,165.0,0.0,75.0,TMA,166.0,20.0,3219.0,15.0
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,1756.0,215.0,0.0,63.0,TMA,215.0,30.0,452.0,18.9
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,1752.0,17.0,0.0,54.0,TMA,19.0,10.0,1183.0,5.4
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1753.0,50.0,0.0,82.0,TMA,54.0,20.0,1775.0,16.400000000000002
AAA,2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1752.0,21.0,0.0,65.0,TMA,19.0,10.0,1967.0,6.5
AAA,2013J,2650282,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,1755.0,166.0,0.0,85.0,TMA,166.0,20.0,641.0,17.0
AAA,2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1753.0,54.0,0.0,45.0,TMA,54.0,20.0,445.0,9.0
AAA,2013J,52130,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,1754.0,117.0,0.0,75.0,TMA,117.0,20.0,1894.0,15.0
AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,1753.0,51.0,0.0,78.0,TMA,54.0,20.0,521.0,15.600000000000001
AAA,2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1755.0,165.0,0.0,65.0,TMA,166.0,20.0,2386.0,13.0
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1754.0,114.0,0.0,62.0,TMA,117.0,20.0,1829.0,12.4
AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,1753.0,68.0,0.0,81.0,TMA,54.0,20.0,2136.0,16.2
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1753.0,51.0,0.0,68.0,TMA,54.0,20.0,2832.0,13.600000000000001
AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,1753.0,54.0,0.0,34.0,TMA,54.0,20.0,183.0,6.800000000000001
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,1754.0,115.0,0.0,66.0,TMA,117.0,20.0,280.0,13.200000000000001
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1762.0,222.0,0.0,66.0,TMA,215.0,30.0,1462.0,19.8
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1752.0,18.0,0.0,58.0,TMA,19.0,10.0,513.0,5.800000000000001
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1756.0,221.0,0.0,48.0,TMA,215.0,30.0,333.0,14.399999999999999
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1753.0,54.0,0.0,60.0,TMA,54.0,20.0,1588.0,12.0
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,1753.0,53.0,0.0,53.0,TMA,54.0,20.0,224.0,10.600000000000001
AAA,2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,1752.0,24.0,0.0,70.0,TMA,19.0,10.0,1814.0,7.0
AAA,2013J,2676809,F,North Region,HE Qualification,10-20,0-35,0,150,N,Fail,1753.0,95.0,0.0,36.0,TMA,54.0,20.0,309.0,7.2
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,1752.0,26.0,0.0,45.0,TMA,19.0,10.0,240.0,4.5
AAA,2013J,70464,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1752.0,19.0,0.0,59.0,TMA,19.0,10.0,1053.0,5.9
AAA,2013J,2550279,F,North Region,HE Qualification,,35-55,0,60,N,Pass,1756.0,221.0,0.0,64.0,TMA,215.0,30.0,2809.0,19.2
AAA,2013J,2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,1752.0,19.0,0.0,63.0,TMA,19.0,10.0,2148.0,6.300000000000001
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,117.0,0.0,59.0,TMA,117.0,20.0,166.0,11.8
AAA,2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,1755.0,165.0,0.0,68.0,TMA,166.0,20.0,1588.0,13.600000000000001
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1756.0,215.0,0.0,67.0,TMA,215.0,30.0,1321.0,20.099999999999998
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1755.0,165.0,0.0,42.0,TMA,166.0,20.0,65.0,8.4
AAA,2013J,2688067,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1756.0,215.0,0.0,76.0,TMA,215.0,30.0,289.0,22.8
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1761.0,178.0,0.0,72.0,TMA,166.0,20.0,1718.0,14.4
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,1753.0,54.0,0.0,78.0,TMA,54.0,20.0,1129.0,15.600000000000001
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,1752.0,18.0,0.0,76.0,TMA,19.0,10.0,2016.0,7.6000000000000005
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,1755.0,172.0,0.0,50.0,TMA,166.0,20.0,280.0,10.0
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1754.0,116.0,0.0,47.0,TMA,117.0,20.0,65.0,9.4
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1755.0,166.0,0.0,83.0,TMA,166.0,20.0,3348.0,16.6
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1752.0,58.0,0.0,64.0,TMA,19.0,10.0,201.0,6.4
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1755.0,165.0,0.0,40.0,TMA,166.0,20.0,130.0,8.0
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,1752.0,19.0,0.0,85.0,TMA,19.0,10.0,998.0,8.5
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1756.0,215.0,0.0,60.0,TMA,215.0,30.0,201.0,18.0
AAA,2013J,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,1755.0,166.0,0.0,60.0,TMA,166.0,20.0,685.0,12.0
AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,1752.0,23.0,0.0,40.0,TMA,19.0,10.0,183.0,4.0
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,1752.0,58.0,0.0,64.0,TMA,19.0,10.0,201.0,6.4
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1752.0,25.0,0.0,75.0,TMA,19.0,10.0,2041.0,7.5
AAA,2013J,2685865,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1754.0,117.0,0.0,83.0,TMA,117.0,20.0,2815.0,16.6
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1752.0,18.0,0.0,85.0,TMA,19.0,10.0,7067.0,8.5
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1755.0,166.0,0.0,58.0,TMA,166.0,20.0,1740.0,11.600000000000001
AAA,2013J,2664024,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,1755.0,169.0,0.0,68.0,TMA,166.0,20.0,808.0,13.600000000000001
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1754.0,117.0,0.0,75.0,TMA,117.0,20.0,1740.0,15.0
AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,1752.0,18.0,0.0,67.0,TMA,19.0,10.0,3064.0,6.7
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1760.0,138.0,0.0,82.0,TMA,117.0,20.0,1718.0,16.400000000000002
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1755.0,181.0,0.0,60.0,TMA,166.0,20.0,1405.0,12.0
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,1753.0,106.0,0.0,60.0,TMA,54.0,20.0,1907.0,12.0
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1755.0,165.0,0.0,40.0,TMA,166.0,20.0,130.0,8.0
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,1755.0,165.0,0.0,75.0,TMA,166.0,20.0,3210.0,15.0
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1756.0,215.0,0.0,63.0,TMA,215.0,30.0,1316.0,18.9
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1755.0,165.0,0.0,63.0,TMA,166.0,20.0,1205.0,12.600000000000001
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1756.0,215.0,0.0,79.0,TMA,215.0,30.0,6589.0,23.7
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,1752.0,19.0,0.0,85.0,TMA,19.0,10.0,998.0,8.5
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,1754.0,114.0,0.0,80.0,TMA,117.0,20.0,1445.0,16.0
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,1756.0,215.0,0.0,35.0,TMA,215.0,30.0,280.0,10.5
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,1756.0,215.0,0.0,83.0,TMA,215.0,30.0,1081.0,24.9
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,1754.0,114.0,0.0,64.0,TMA,117.0,20.0,224.0,12.8
AAA,2013J,38053,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1755.0,166.0,0.0,50.0,TMA,166.0,20.0,2445.0,10.0
AAA,2013J,2694424,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,1756.0,215.0,0.0,60.0,TMA,215.0,30.0,4218.0,18.0
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,1754.0,124.0,0.0,64.0,TMA,117.0,20.0,1462.0,12.8
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,1754.0,116.0,0.0,82.0,TMA,117.0,20.0,4447.0,16.400000000000002
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,1756.0,215.0,0.0,42.0,TMA,215.0,30.0,292.0,12.6
