course,test,id_student,weight,score,weighted_score,total_weight_score,pass
CQ4,test1,116606,10.0,45.0,4.5,80.44999999999999,1
CQ4,test2,116606,20.0,63.0,12.600000000000001,80.44999999999999,1
CQ4,test3,116606,35.0,88.0,30.799999999999997,80.44999999999999,1
CQ4,test4,116606,35.0,93.0,32.55,80.44999999999999,1
CQ4,test1,117544,10.0,70.0,7.0,60.3,1
CQ4,test2,117544,20.0,67.0,13.4,60.3,1
CQ4,test3,117544,35.0,65.0,22.75,60.3,1
CQ4,test4,117544,35.0,49.0,17.15,60.3,1
CQ4,test1,118213,10.0,40.0,4.0,36.45,0
CQ4,test2,118213,20.0,45.0,9.0,36.45,0
CQ4,test3,118213,35.0,30.0,10.5,36.45,0
CQ4,test4,118213,35.0,37.0,12.95,36.45,0
CQ4,test1,123087,10.0,74.0,7.4,65.35,1
CQ4,test2,123087,20.0,71.0,14.200000000000001,65.35,1
CQ4,test3,123087,35.0,65.0,22.75,65.35,1
CQ4,test4,123087,35.0,60.0,21.0,65.35,1
CQ4,test1,125535,10.0,45.0,4.5,48.5,1
CQ4,test2,125535,20.0,45.0,9.0,48.5,1
CQ4,test3,125535,35.0,45.0,15.749999999999998,48.5,1
CQ4,test4,125535,35.0,55.0,19.25,48.5,1
CQ4,test1,126769,10.0,40.0,4.0,54.0,1
CQ4,test2,126769,20.0,40.0,8.0,54.0,1
CQ4,test3,126769,35.0,60.0,21.0,54.0,1
CQ4,test4,126769,35.0,60.0,21.0,54.0,1
CQ4,test1,126800,10.0,70.0,7.0,88.85,1
CQ4,test2,126800,20.0,82.0,16.400000000000002,88.85,1
CQ4,test3,126800,35.0,95.0,33.25,88.85,1
CQ4,test4,126800,35.0,92.0,32.199999999999996,88.85,1
CQ4,test1,142324,10.0,82.0,8.200000000000001,72.2,1
CQ4,test2,142324,20.0,75.0,15.0,72.2,1
CQ4,test3,142324,35.0,78.0,27.299999999999997,72.2,1
CQ4,test4,142324,35.0,62.0,21.7,72.2,1
CQ4,test1,145280,10.0,40.0,4.0,55.599999999999994,1
CQ4,test2,145280,20.0,55.0,11.0,55.599999999999994,1
CQ4,test3,145280,35.0,55.0,19.25,55.599999999999994,1
CQ4,test4,145280,35.0,61.0,21.349999999999998,55.599999999999994,1
CQ4,test1,151917,10.0,55.0,5.5,45.15,1
CQ4,test2,151917,20.0,60.0,12.0,45.15,1
CQ4,test3,151917,35.0,39.0,13.649999999999999,45.15,1
CQ4,test4,151917,35.0,40.0,14.0,45.15,1
CQ4,test1,152973,10.0,76.0,7.6000000000000005,72.3,1
CQ4,test2,152973,20.0,75.0,15.0,72.3,1
CQ4,test3,152973,35.0,75.0,26.25,72.3,1
CQ4,test4,152973,35.0,67.0,23.45,72.3,1
CQ4,test1,157752,10.0,74.0,7.4,58.199999999999996,0
CQ4,test2,157752,20.0,65.0,13.0,58.199999999999996,0
CQ4,test3,157752,35.0,58.0,20.299999999999997,58.199999999999996,0
CQ4,test4,157752,35.0,50.0,17.5,58.199999999999996,0
CQ4,test1,160026,10.0,56.0,5.6000000000000005,65.2,1
CQ4,test2,160026,20.0,74.0,14.8,65.2,1
CQ4,test3,160026,35.0,68.0,23.799999999999997,65.2,1
CQ4,test4,160026,35.0,60.0,21.0,65.2,1
CQ4,test1,165099,10.0,50.0,5.0,56.2,0
CQ4,test2,165099,20.0,60.0,12.0,56.2,0
CQ4,test3,165099,35.0,62.0,21.7,56.2,0
CQ4,test4,165099,35.0,50.0,17.5,56.2,0
CQ4,test1,169008,10.0,66.0,6.6000000000000005,47.05,1
CQ4,test2,169008,20.0,57.0,11.4,47.05,1
CQ4,test3,169008,35.0,48.0,16.799999999999997,47.05,1
CQ4,test4,169008,35.0,35.0,12.25,47.05,1
CQ4,test1,173163,10.0,54.0,5.4,38.65,0
CQ4,test2,173163,20.0,,,38.65,0
CQ4,test3,173163,35.0,45.0,15.749999999999998,38.65,0
CQ4,test4,173163,35.0,50.0,17.5,38.65,0
CQ4,test1,184972,10.0,84.0,8.4,71.69999999999999,1
CQ4,test2,184972,20.0,75.0,15.0,71.69999999999999,1
CQ4,test3,184972,35.0,70.0,24.5,71.69999999999999,1
CQ4,test4,184972,35.0,68.0,23.799999999999997,71.69999999999999,1
CQ4,test1,188766,10.0,48.0,4.800000000000001,43.4,1
CQ4,test2,188766,20.0,46.0,9.200000000000001,43.4,1
CQ4,test3,188766,35.0,44.0,15.399999999999999,43.4,1
CQ4,test4,188766,35.0,40.0,14.0,43.4,1
CQ4,test1,191459,10.0,66.0,6.6000000000000005,70.45,0
CQ4,test2,191459,20.0,69.0,13.8,70.45,0
CQ4,test3,191459,35.0,69.0,24.15,70.45,0
CQ4,test4,191459,35.0,74.0,25.9,70.45,0
CQ4,test1,191746,10.0,50.0,5.0,61.099999999999994,0
CQ4,test2,191746,20.0,67.0,13.4,61.099999999999994,0
CQ4,test3,191746,35.0,58.0,20.299999999999997,61.099999999999994,0
CQ4,test4,191746,35.0,64.0,22.4,61.099999999999994,0
CQ4,test1,191973,10.0,68.0,6.800000000000001,58.25,1
CQ4,test2,191973,20.0,56.0,11.200000000000001,58.25,1
CQ4,test3,191973,35.0,57.0,19.95,58.25,1
CQ4,test4,191973,35.0,58.0,20.299999999999997,58.25,1
CQ4,test1,192944,10.0,83.0,8.3,75.75,1
CQ4,test2,192944,20.0,66.0,13.200000000000001,75.75,1
CQ4,test3,192944,35.0,90.0,31.499999999999996,75.75,1
CQ4,test4,192944,35.0,65.0,22.75,75.75,1
CQ4,test1,193310,10.0,65.0,6.5,65.1,1
CQ4,test2,193310,20.0,69.0,13.8,65.1,1
CQ4,test3,193310,35.0,73.0,25.549999999999997,65.1,1
CQ4,test4,193310,35.0,55.0,19.25,65.1,1
CQ4,test1,195345,10.0,35.0,3.5,58.949999999999996,1
CQ4,test2,195345,20.0,62.0,12.4,58.949999999999996,1
CQ4,test3,195345,35.0,58.0,20.299999999999997,58.949999999999996,1
CQ4,test4,195345,35.0,65.0,22.75,58.949999999999996,1
CQ4,test1,195940,10.0,43.0,4.3,44.349999999999994,1
CQ4,test2,195940,20.0,41.0,8.200000000000001,44.349999999999994,1
CQ4,test3,195940,35.0,48.0,16.799999999999997,44.349999999999994,1
CQ4,test4,195940,35.0,43.0,15.049999999999999,44.349999999999994,1
CQ4,test1,226839,10.0,78.0,7.800000000000001,73.19999999999999,1
CQ4,test2,226839,20.0,75.0,15.0,73.19999999999999,1
CQ4,test3,226839,35.0,71.0,24.849999999999998,73.19999999999999,1
CQ4,test4,226839,35.0,73.0,25.549999999999997,73.19999999999999,1
CQ4,test1,230383,10.0,95.0,9.5,66.3,1
CQ4,test2,230383,20.0,67.0,13.4,66.3,1
CQ4,test3,230383,35.0,64.0,22.4,66.3,1
CQ4,test4,230383,35.0,60.0,21.0,66.3,1
CQ4,test1,235371,10.0,71.0,7.1000000000000005,69.65,1
CQ4,test2,235371,20.0,73.0,14.600000000000001,69.65,1
CQ4,test3,235371,35.0,68.0,23.799999999999997,69.65,1
CQ4,test4,235371,35.0,69.0,24.15,69.65,1
CQ4,test1,237913,10.0,70.0,7.0,69.25,1
CQ4,test2,237913,20.0,75.0,15.0,69.25,1
CQ4,test3,237913,35.0,75.0,26.25,69.25,1
CQ4,test4,237913,35.0,60.0,21.0,69.25,1
CQ4,test1,252863,10.0,70.0,7.0,67.8,1
CQ4,test2,252863,20.0,73.0,14.600000000000001,67.8,1
CQ4,test3,252863,35.0,65.0,22.75,67.8,1
CQ4,test4,252863,35.0,67.0,23.45,67.8,1
CQ4,test1,258268,10.0,60.0,6.0,59.25,1
CQ4,test2,258268,20.0,65.0,13.0,59.25,1
CQ4,test3,258268,35.0,60.0,21.0,59.25,1
CQ4,test4,258268,35.0,55.0,19.25,59.25,1
CQ4,test1,258840,10.0,72.0,7.2,68.15,1
CQ4,test2,258840,20.0,72.0,14.4,68.15,1
CQ4,test3,258840,35.0,65.0,22.75,68.15,1
CQ4,test4,258840,35.0,68.0,23.799999999999997,68.15,1
CQ4,test1,260137,10.0,65.0,6.5,76.05,1
CQ4,test2,260137,20.0,80.0,16.0,76.05,1
CQ4,test3,260137,35.0,69.0,24.15,76.05,1
CQ4,test4,260137,35.0,84.0,29.4,76.05,1
CQ4,test1,263448,10.0,77.0,7.7,72.6,1
CQ4,test2,263448,20.0,69.0,13.8,72.6,1
CQ4,test3,263448,35.0,74.0,25.9,72.6,1
CQ4,test4,263448,35.0,72.0,25.2,72.6,1
CQ4,test1,275006,10.0,62.0,6.2,71.64999999999999,1
CQ4,test2,275006,20.0,70.0,14.0,71.64999999999999,1
CQ4,test3,275006,35.0,73.0,25.549999999999997,71.64999999999999,1
CQ4,test4,275006,35.0,74.0,25.9,71.64999999999999,1
CQ4,test1,275180,10.0,53.0,5.300000000000001,59.25,1
CQ4,test2,275180,20.0,58.0,11.600000000000001,59.25,1
CQ4,test3,275180,35.0,62.0,21.7,59.25,1
CQ4,test4,275180,35.0,59.0,20.65,59.25,1
CQ4,test1,276925,10.0,72.0,7.2,77.94999999999999,1
CQ4,test2,276925,20.0,65.0,13.0,77.94999999999999,1
CQ4,test3,276925,35.0,80.0,28.0,77.94999999999999,1
CQ4,test4,276925,35.0,85.0,29.749999999999996,77.94999999999999,1
CQ4,test1,277967,10.0,67.0,6.7,75.15,1
CQ4,test2,277967,20.0,71.0,14.200000000000001,75.15,1
CQ4,test3,277967,35.0,74.0,25.9,75.15,1
CQ4,test4,277967,35.0,81.0,28.349999999999998,75.15,1
CQ4,test1,284246,10.0,65.0,6.5,46.55,0
CQ4,test2,284246,20.0,48.0,9.600000000000001,46.55,0
CQ4,test3,284246,35.0,57.0,19.95,46.55,0
CQ4,test4,284246,35.0,30.0,10.5,46.55,0
CQ4,test1,284762,10.0,85.0,8.5,88.05,1
CQ4,test2,284762,20.0,88.0,17.6,88.05,1
CQ4,test3,284762,35.0,89.0,31.15,88.05,1
CQ4,test4,284762,35.0,88.0,30.799999999999997,88.05,1
CQ4,test1,286338,10.0,72.0,7.2,70.4,1
CQ4,test2,286338,20.0,78.0,15.600000000000001,70.4,1
CQ4,test3,286338,35.0,66.0,23.099999999999998,70.4,1
CQ4,test4,286338,35.0,70.0,24.5,70.4,1
CQ4,test1,286947,10.0,67.0,6.7,69.75,1
CQ4,test2,286947,20.0,65.0,13.0,69.75,1
CQ4,test3,286947,35.0,70.0,24.5,69.75,1
CQ4,test4,286947,35.0,73.0,25.549999999999997,69.75,1
CQ4,test1,288086,10.0,72.0,7.2,79.3,1
CQ4,test2,288086,20.0,70.0,14.0,79.3,1
CQ4,test3,288086,35.0,79.0,27.65,79.3,1
CQ4,test4,288086,35.0,87.0,30.45,79.3,1
CQ4,test1,290184,10.0,73.0,7.300000000000001,76.05,1
CQ4,test2,290184,20.0,76.0,15.200000000000001,76.05,1
CQ4,test3,290184,35.0,78.0,27.299999999999997,76.05,1
CQ4,test4,290184,35.0,75.0,26.25,76.05,1
CQ4,test1,293387,10.0,90.0,9.0,89.94999999999999,1
CQ4,test2,293387,20.0,88.0,17.6,89.94999999999999,1
CQ4,test3,293387,35.0,92.0,32.199999999999996,89.94999999999999,1
CQ4,test4,293387,35.0,89.0,31.15,89.94999999999999,1
CQ4,test1,294134,10.0,67.0,6.7,70.55,1
CQ4,test2,294134,20.0,69.0,13.8,70.55,1
CQ4,test3,294134,35.0,65.0,22.75,70.55,1
CQ4,test4,294134,35.0,78.0,27.299999999999997,70.55,1
CQ4,test1,297179,10.0,78.0,7.800000000000001,80.7,1
CQ4,test2,297179,20.0,81.0,16.2,80.7,1
CQ4,test3,297179,35.0,80.0,28.0,80.7,1
CQ4,test4,297179,35.0,82.0,28.7,80.7,1
CQ4,test1,297685,10.0,64.0,6.4,69.5,1
CQ4,test2,297685,20.0,74.0,14.8,69.5,1
CQ4,test3,297685,35.0,83.0,29.049999999999997,69.5,1
CQ4,test4,297685,35.0,55.0,19.25,69.5,1
CQ4,test1,298187,10.0,58.0,5.800000000000001,67.35,1
CQ4,test2,298187,20.0,54.0,10.8,67.35,1
CQ4,test3,298187,35.0,68.0,23.799999999999997,67.35,1
CQ4,test4,298187,35.0,77.0,26.95,67.35,1
CQ4,test1,298961,10.0,74.0,7.4,71.3,1
CQ4,test2,298961,20.0,64.0,12.8,71.3,1
CQ4,test3,298961,35.0,74.0,25.9,71.3,1
CQ4,test4,298961,35.0,72.0,25.2,71.3,1
CQ4,test1,303165,10.0,66.0,6.6000000000000005,61.2,1
CQ4,test2,303165,20.0,63.0,12.600000000000001,61.2,1
CQ4,test3,303165,35.0,60.0,21.0,61.2,1
CQ4,test4,303165,35.0,60.0,21.0,61.2,1
CQ4,test1,303617,10.0,75.0,7.5,84.95,1
CQ4,test2,303617,20.0,81.0,16.2,84.95,1
CQ4,test3,303617,35.0,80.0,28.0,84.95,1
CQ4,test4,303617,35.0,95.0,33.25,84.95,1
CQ4,test1,305909,10.0,73.0,7.300000000000001,69.65,1
CQ4,test2,305909,20.0,72.0,14.4,69.65,1
CQ4,test3,305909,35.0,70.0,24.5,69.65,1
CQ4,test4,305909,35.0,67.0,23.45,69.65,1
CQ4,test1,306478,10.0,85.0,8.5,67.3,1
CQ4,test2,306478,20.0,84.0,16.8,67.3,1
CQ4,test3,306478,35.0,52.0,18.2,67.3,1
CQ4,test4,306478,35.0,68.0,23.799999999999997,67.3,1
CQ4,test1,314252,10.0,55.0,5.5,54.099999999999994,1
CQ4,test2,314252,20.0,54.0,10.8,54.099999999999994,1
CQ4,test3,314252,35.0,50.0,17.5,54.099999999999994,1
CQ4,test4,314252,35.0,58.0,20.299999999999997,54.099999999999994,1
CQ4,test1,314675,10.0,68.0,6.800000000000001,68.7,1
CQ4,test2,314675,20.0,68.0,13.600000000000001,68.7,1
CQ4,test3,314675,35.0,70.0,24.5,68.7,1
CQ4,test4,314675,35.0,68.0,23.799999999999997,68.7,1
CQ4,test1,314801,10.0,65.0,6.5,71.9,1
CQ4,test2,314801,20.0,68.0,13.600000000000001,71.9,1
CQ4,test3,314801,35.0,70.0,24.5,71.9,1
CQ4,test4,314801,35.0,78.0,27.299999999999997,71.9,1
CQ4,test1,321450,10.0,58.0,5.800000000000001,59.5,1
CQ4,test2,321450,20.0,48.0,9.600000000000001,59.5,1
CQ4,test3,321450,35.0,59.0,20.65,59.5,1
CQ4,test4,321450,35.0,67.0,23.45,59.5,1
CQ4,test1,327940,10.0,50.0,5.0,53.4,1
CQ4,test2,327940,20.0,60.0,12.0,53.4,1
CQ4,test3,327940,35.0,54.0,18.9,53.4,1
CQ4,test4,327940,35.0,50.0,17.5,53.4,1
CQ4,test1,330917,10.0,63.0,6.300000000000001,55.849999999999994,1
CQ4,test2,330917,20.0,57.0,11.4,55.849999999999994,1
CQ4,test3,330917,35.0,57.0,19.95,55.849999999999994,1
CQ4,test4,330917,35.0,52.0,18.2,55.849999999999994,1
CQ4,test1,335035,10.0,40.0,4.0,52.55,0
CQ4,test2,335035,20.0,45.0,9.0,52.55,0
CQ4,test3,335035,35.0,50.0,17.5,52.55,0
CQ4,test4,335035,35.0,63.0,22.049999999999997,52.55,0
CQ4,test1,338554,10.0,74.0,7.4,70.55,1
CQ4,test2,338554,20.0,55.0,11.0,70.55,1
CQ4,test3,338554,35.0,74.0,25.9,70.55,1
CQ4,test4,338554,35.0,75.0,26.25,70.55,1
CQ4,test1,340216,10.0,79.0,7.9,75.3,1
CQ4,test2,340216,20.0,85.0,17.0,75.3,1
CQ4,test3,340216,35.0,70.0,24.5,75.3,1
CQ4,test4,340216,35.0,74.0,25.9,75.3,1
CQ4,test1,342192,10.0,40.0,4.0,58.05,1
CQ4,test2,342192,20.0,55.0,11.0,58.05,1
CQ4,test3,342192,35.0,54.0,18.9,58.05,1
CQ4,test4,342192,35.0,69.0,24.15,58.05,1
CQ4,test1,343138,10.0,58.0,5.800000000000001,60.55,0
CQ4,test2,343138,20.0,55.0,11.0,60.55,0
CQ4,test3,343138,35.0,52.0,18.2,60.55,0
CQ4,test4,343138,35.0,73.0,25.549999999999997,60.55,0
CQ4,test1,350797,10.0,72.0,7.2,76.5,1
CQ4,test2,350797,20.0,70.0,14.0,76.5,1
CQ4,test3,350797,35.0,76.0,26.599999999999998,76.5,1
CQ4,test4,350797,35.0,82.0,28.7,76.5,1
CQ4,test1,351050,10.0,64.0,6.4,76.0,1
CQ4,test2,351050,20.0,68.0,13.600000000000001,76.0,1
CQ4,test3,351050,35.0,75.0,26.25,76.0,1
CQ4,test4,351050,35.0,85.0,29.749999999999996,76.0,1
CQ4,test1,358001,10.0,60.0,6.0,67.2,1
CQ4,test2,358001,20.0,68.0,13.600000000000001,67.2,1
CQ4,test3,358001,35.0,66.0,23.099999999999998,67.2,1
CQ4,test4,358001,35.0,70.0,24.5,67.2,1
CQ4,test1,361411,10.0,58.0,5.800000000000001,62.3,1
CQ4,test2,361411,20.0,55.0,11.0,62.3,1
CQ4,test3,361411,35.0,60.0,21.0,62.3,1
CQ4,test4,361411,35.0,70.0,24.5,62.3,1
CQ4,test1,363213,10.0,73.0,7.300000000000001,71.35,1
CQ4,test2,363213,20.0,70.0,14.0,71.35,1
CQ4,test3,363213,35.0,73.0,25.549999999999997,71.35,1
CQ4,test4,363213,35.0,70.0,24.5,71.35,1
CQ4,test1,364527,10.0,87.0,8.700000000000001,75.85000000000001,1
CQ4,test2,364527,20.0,82.0,16.400000000000002,75.85000000000001,1
CQ4,test3,364527,35.0,70.0,24.5,75.85000000000001,1
CQ4,test4,364527,35.0,75.0,26.25,75.85000000000001,1
CQ4,test1,365111,10.0,70.0,7.0,64.8,0
CQ4,test2,365111,20.0,79.0,15.8,64.8,0
CQ4,test3,365111,35.0,60.0,21.0,64.8,0
CQ4,test4,365111,35.0,60.0,21.0,64.8,0
CQ4,test1,366479,10.0,64.0,6.4,64.35,1
CQ4,test2,366479,20.0,64.0,12.8,64.35,1
CQ4,test3,366479,35.0,63.0,22.049999999999997,64.35,1
CQ4,test4,366479,35.0,66.0,23.099999999999998,64.35,1
CQ4,test1,368521,10.0,80.0,8.0,70.69999999999999,1
CQ4,test2,368521,20.0,86.0,17.2,70.69999999999999,1
CQ4,test3,368521,35.0,57.0,19.95,70.69999999999999,1
CQ4,test4,368521,35.0,73.0,25.549999999999997,70.69999999999999,1
CQ4,test1,373174,10.0,45.0,4.5,68.0,1
CQ4,test2,373174,20.0,55.0,11.0,68.0,1
CQ4,test3,373174,35.0,75.0,26.25,68.0,1
CQ4,test4,373174,35.0,75.0,26.25,68.0,1
CQ4,test1,379720,10.0,48.0,4.800000000000001,70.3,1
CQ4,test2,379720,20.0,65.0,13.0,70.3,1
CQ4,test3,379720,35.0,75.0,26.25,70.3,1
CQ4,test4,379720,35.0,75.0,26.25,70.3,1
CQ4,test1,381882,10.0,70.0,7.0,56.45,0
CQ4,test2,381882,20.0,74.0,14.8,56.45,0
CQ4,test3,381882,35.0,67.0,23.45,56.45,0
CQ4,test4,381882,35.0,32.0,11.2,56.45,0
CQ4,test1,385405,10.0,70.0,7.0,66.55,1
CQ4,test2,385405,20.0,79.0,15.8,66.55,1
CQ4,test3,385405,35.0,65.0,22.75,66.55,1
CQ4,test4,385405,35.0,60.0,21.0,66.55,1
CQ4,test1,387406,10.0,58.0,5.800000000000001,46.8,0
CQ4,test2,387406,20.0,65.0,13.0,46.8,0
CQ4,test3,387406,35.0,20.0,7.0,46.8,0
CQ4,test4,387406,35.0,60.0,21.0,46.8,0
CQ4,test1,391937,10.0,58.0,5.800000000000001,70.35,1
CQ4,test2,391937,20.0,69.0,13.8,70.35,1
CQ4,test3,391937,35.0,67.0,23.45,70.35,1
CQ4,test4,391937,35.0,78.0,27.299999999999997,70.35,1
CQ4,test1,395320,10.0,68.0,6.800000000000001,72.6,1
CQ4,test2,395320,20.0,70.0,14.0,72.6,1
CQ4,test3,395320,35.0,68.0,23.799999999999997,72.6,1
CQ4,test4,395320,35.0,80.0,28.0,72.6,1
CQ4,test1,395822,10.0,56.0,5.6000000000000005,58.599999999999994,1
CQ4,test2,395822,20.0,62.0,12.4,58.599999999999994,1
CQ4,test3,395822,35.0,63.0,22.049999999999997,58.599999999999994,1
CQ4,test4,395822,35.0,53.0,18.549999999999997,58.599999999999994,1
CQ4,test1,397414,10.0,40.0,4.0,49.75,1
CQ4,test2,397414,20.0,45.0,9.0,49.75,1
CQ4,test3,397414,35.0,55.0,19.25,49.75,1
CQ4,test4,397414,35.0,50.0,17.5,49.75,1
CQ4,test1,398442,10.0,66.0,6.6000000000000005,64.2,1
CQ4,test2,398442,20.0,71.0,14.200000000000001,64.2,1
CQ4,test3,398442,35.0,61.0,21.349999999999998,64.2,1
CQ4,test4,398442,35.0,63.0,22.049999999999997,64.2,1
CQ4,test1,400549,10.0,86.0,8.6,87.39999999999999,1
CQ4,test2,400549,20.0,86.0,17.2,87.39999999999999,1
CQ4,test3,400549,35.0,88.0,30.799999999999997,87.39999999999999,1
CQ4,test4,400549,35.0,88.0,30.799999999999997,87.39999999999999,1
CQ4,test1,401317,10.0,50.0,5.0,52.7,1
CQ4,test2,401317,20.0,53.0,10.600000000000001,52.7,1
CQ4,test3,401317,35.0,57.0,19.95,52.7,1
CQ4,test4,401317,35.0,49.0,17.15,52.7,1
CQ4,test1,402180,10.0,75.0,7.5,73.3,1
CQ4,test2,402180,20.0,84.0,16.8,73.3,1
CQ4,test3,402180,35.0,60.0,21.0,73.3,1
CQ4,test4,402180,35.0,80.0,28.0,73.3,1
CQ4,test1,403213,10.0,57.0,5.7,55.849999999999994,1
CQ4,test2,403213,20.0,53.0,10.600000000000001,55.849999999999994,1
CQ4,test3,403213,35.0,59.0,20.65,55.849999999999994,1
CQ4,test4,403213,35.0,54.0,18.9,55.849999999999994,1
CQ4,test1,404121,10.0,72.0,7.2,67.8,1
CQ4,test2,404121,20.0,72.0,14.4,67.8,1
CQ4,test3,404121,35.0,64.0,22.4,67.8,1
CQ4,test4,404121,35.0,68.0,23.799999999999997,67.8,1
CQ4,test1,404415,10.0,75.0,7.5,79.25,1
CQ4,test2,404415,20.0,70.0,14.0,79.25,1
CQ4,test3,404415,35.0,75.0,26.25,79.25,1
CQ4,test4,404415,35.0,90.0,31.499999999999996,79.25,1
CQ4,test1,406000,10.0,50.0,5.0,63.5,1
CQ4,test2,406000,20.0,65.0,13.0,63.5,1
CQ4,test3,406000,35.0,58.0,20.299999999999997,63.5,1
CQ4,test4,406000,35.0,72.0,25.2,63.5,1
CQ4,test1,409708,10.0,57.0,5.7,54.949999999999996,1
CQ4,test2,409708,20.0,52.0,10.4,54.949999999999996,1
CQ4,test3,409708,35.0,57.0,19.95,54.949999999999996,1
CQ4,test4,409708,35.0,54.0,18.9,54.949999999999996,1
CQ4,test1,412081,10.0,78.0,7.800000000000001,58.15,1
CQ4,test2,412081,20.0,54.0,10.8,58.15,1
CQ4,test3,412081,35.0,56.0,19.599999999999998,58.15,1
CQ4,test4,412081,35.0,57.0,19.95,58.15,1
CQ4,test1,412343,10.0,70.0,7.0,66.5,0
CQ4,test2,412343,20.0,70.0,14.0,66.5,0
CQ4,test3,412343,35.0,65.0,22.75,66.5,0
CQ4,test4,412343,35.0,65.0,22.75,66.5,0
CQ4,test1,417986,10.0,69.0,6.9,67.3,1
CQ4,test2,417986,20.0,64.0,12.8,67.3,1
CQ4,test3,417986,35.0,52.0,18.2,67.3,1
CQ4,test4,417986,35.0,84.0,29.4,67.3,1
CQ4,test1,418077,10.0,79.0,7.9,69.4,1
